listing_id,source,name,category,phone,address,city,state,proof,status,notes
419,Instagram,Paws Pet Boarding 419,Pet Boarding,9576158439,Residential area,Gurgaon,Haryana,Referral,Needs Fix,Possible duplicate
420,Community Referral,Tails Pet Shop 420,Pet Shop,NA,Residential area,Delhi,Delhi,Justdial page,Verified,Phone missing
421,Community Referral,Trust Vet Hospital 421,Vet Hospital,9210281025,Opposite park,Chennai,Tamil Nadu,Maps listing,Verified,Phone missing
422,Community Referral,Paws Pet Shop 422,Pet Shop,+91 7097129699,NA,Indore,Madhya Pradesh,Instagram page,Needs Fix,Possible duplicate
423,Instagram,Paws NGO 423,NGO,+91 7339746447,Sector area,Pune,Maharashtra,Justdial page,Needs Fix,Address incomplete
424,WhatsApp Submission,Happy Pet Shop 424,Pet Shop,+91 9123097713,Opposite park,Bhopal,Madhya Pradesh,Justdial page,Needs Fix,Address incomplete
425,Google Maps,Tails Pet Groomer 425,Pet Groomer,NA,Residential area,Jaipur,Rajasthan,Justdial page,Submitted,Possible duplicate
426,Google Maps,Happy Pet Shop 426,Pet Shop,NA,Near main road,Bangalore,Karnataka,Instagram page,Submitted,
427,Instagram,Animal NGO 427,NGO,NA,NA,Indore,Madhya Pradesh,Maps listing,Submitted,Possible duplicate
428,Community Referral,Care Pet Boarding 428,Pet Boarding,9685553970,Near main road,Gurgaon,Haryana,Referral,Needs Review,Phone missing
429,Instagram,Pet NGO 429,NGO,+91 8041695443,Sector area,Bhopal,Madhya Pradesh,Justdial page,Needs Review,Possible duplicate
430,Facebook Group,Tails Pet Shop 430,Pet Shop,+91 8147960530,Opposite park,Noida,Uttar Pradesh,Justdial page,Submitted,Phone missing
431,Google Maps,Care Pet Boarding 431,Pet Boarding,NA,NA,Pune,Maharashtra,Maps listing,Verified,Address incomplete
432,Google Maps,Paws Pet Groomer 432,Pet Groomer,NA,Near main road,Delhi,Delhi,Instagram page,Submitted,Address incomplete
433,Community Referral,Pet NGO 433,NGO,+91 9485442033,Opposite park,Noida,Uttar Pradesh,Instagram page,Needs Review,Address incomplete
434,Community Referral,Animal Pet Boarding 434,Pet Boarding,+91 8956449017,NA,Gurgaon,Haryana,Instagram page,Submitted,Phone missing
435,Facebook Group,Pet Pet Shop 435,Pet Shop,9343630860,Opposite park,Mumbai,Maharashtra,Referral,Ready,Address incomplete
436,Instagram,Trust Vet Clinic 436,Vet Clinic,9815039128,Near main road,Pune,Maharashtra,WhatsApp message,Needs Review,Phone missing
437,Community Referral,Pet NGO 437,NGO,9903990959,Residential area,Jaipur,Rajasthan,WhatsApp message,Needs Review,Phone missing
438,Community Referral,Paws Pet Groomer 438,Pet Groomer,9788610753,NA,Gurgaon,Haryana,Instagram page,Needs Fix,
439,Instagram,Care Pet Groomer 439,Pet Groomer,9622892855,Near main road,Pune,Maharashtra,Instagram page,Submitted,Address incomplete
440,Instagram,Paws Pet Trainer 440,Pet Trainer,+91 6724695374,NA,Noida,Uttar Pradesh,Justdial page,Verified,
441,Justdial,Animal Vet Clinic 441,Vet Clinic,9185297234,Opposite park,Bangalore,Karnataka,WhatsApp message,Needs Fix,
442,Justdial,Trust Vet Clinic 442,Vet Clinic,NA,NA,Gurgaon,Haryana,Maps listing,Ready,Possible duplicate
443,Community Referral,Paws NGO 443,NGO,9956845250,NA,Bangalore,Karnataka,Justdial page,Needs Fix,
444,Google Maps,Trust Pet Trainer 444,Pet Trainer,NA,Near main road,Bangalore,Karnataka,Instagram page,Ready,Possible duplicate
445,Justdial,Happy Pet Groomer 445,Pet Groomer,NA,Near main road,Bhopal,Madhya Pradesh,Maps listing,Needs Review,
446,Justdial,Pet Vet Hospital 446,Vet Hospital,NA,Opposite park,Bhopal,Madhya Pradesh,Referral,Needs Fix,Phone missing
447,Instagram,Pet Pet Shop 447,Pet Shop,+91 6045958724,Sector area,Chennai,Tamil Nadu,Maps listing,Ready,Possible duplicate
448,Google Maps,Paws Vet Hospital 448,Vet Hospital,+91 9078015898,Residential area,Mumbai,Maharashtra,WhatsApp message,Submitted,Address incomplete
449,Facebook Group,Animal Pet Groomer 449,Pet Groomer,9631407596,NA,Bangalore,Karnataka,Instagram page,Needs Fix,Address incomplete
450,Community Referral,Care Pet Groomer 450,Pet Groomer,9988778668,Sector area,Chennai,Tamil Nadu,WhatsApp message,Needs Fix,Phone missing
451,Facebook Group,Pet Pet Trainer 451,Pet Trainer,NA,Sector area,Noida,Uttar Pradesh,Maps listing,Verified,
452,WhatsApp Submission,Animal Pet Boarding 452,Pet Boarding,9854930287,NA,Bangalore,Karnataka,Justdial page,Ready,Address incomplete
453,Community Referral,Care Pet Groomer 453,Pet Groomer,NA,Opposite park,Chennai,Tamil Nadu,Maps listing,Needs Review,Phone missing
454,Google Maps,Happy Vet Clinic 454,Vet Clinic,9962288118,Near main road,Bhopal,Madhya Pradesh,Justdial page,Ready,Address incomplete
455,Google Maps,Animal Pet Groomer 455,Pet Groomer,+91 7865405259,Opposite park,Indore,Madhya Pradesh,Instagram page,Needs Fix,Phone missing
456,Google Maps,Pet Pet Boarding 456,Pet Boarding,NA,Sector area,Noida,Uttar Pradesh,Referral,Submitted,Phone missing
457,Google Maps,Pet Pet Groomer 457,Pet Groomer,NA,Near main road,Jaipur,Rajasthan,Justdial page,Ready,Address incomplete
458,Google Maps,Care NGO 458,NGO,9650887126,Residential area,Indore,Madhya Pradesh,Referral,Submitted,Phone missing
459,Instagram,Trust Feeder 459,Feeder,+91 8788178372,Sector area,Delhi,Delhi,Instagram page,Submitted,Phone missing
460,Instagram,Tails Pet Boarding 460,Pet Boarding,+91 8630909666,NA,Mumbai,Maharashtra,Referral,Submitted,Address incomplete
461,Justdial,Tails Pet Groomer 461,Pet Groomer,NA,Opposite park,Delhi,Delhi,Justdial page,Needs Fix,Phone missing
462,Community Referral,Trust Vet Clinic 462,Vet Clinic,NA,Opposite park,Chennai,Tamil Nadu,Maps listing,Needs Fix,Possible duplicate
463,Community Referral,Tails Pet Groomer 463,Pet Groomer,NA,Near main road,Jaipur,Rajasthan,Referral,Ready,Address incomplete
464,Facebook Group,Animal Pet Boarding 464,Pet Boarding,9739908044,Near main road,Bangalore,Karnataka,Instagram page,Submitted,Phone missing
465,WhatsApp Submission,Animal Pet Shop 465,Pet Shop,NA,NA,Pune,Maharashtra,Referral,Submitted,Phone missing
466,Justdial,Pet Pet Boarding 466,Pet Boarding,9597923785,Opposite park,Bangalore,Karnataka,Maps listing,Needs Review,
467,Facebook Group,Trust Pet Boarding 467,Pet Boarding,9227937885,NA,Delhi,Delhi,Referral,Ready,Address incomplete
468,Google Maps,Pet Vet Hospital 468,Vet Hospital,NA,NA,Mumbai,Maharashtra,Justdial page,Needs Fix,Phone missing
469,Instagram,Happy Feeder 469,Feeder,9914649538,Near main road,Gurgaon,Haryana,Referral,Submitted,Possible duplicate
470,Community Referral,Animal NGO 470,NGO,NA,NA,Indore,Madhya Pradesh,Referral,Ready,Phone missing
471,Google Maps,Animal Pet Trainer 471,Pet Trainer,9878115969,Near main road,Noida,Uttar Pradesh,WhatsApp message,Submitted,Address incomplete
472,WhatsApp Submission,Trust Pet Shop 472,Pet Shop,9313036002,Near main road,Chennai,Tamil Nadu,Referral,Needs Fix,Possible duplicate
473,Justdial,Care Vet Clinic 473,Vet Clinic,+91 9250088863,Sector area,Jaipur,Rajasthan,WhatsApp message,Needs Review,
474,Facebook Group,Tails Pet Shop 474,Pet Shop,NA,Residential area,Mumbai,Maharashtra,Maps listing,Ready,Address incomplete
475,Justdial,Animal NGO 475,NGO,9377194296,Residential area,Bhopal,Madhya Pradesh,Referral,Submitted,
476,Community Referral,Happy Feeder 476,Feeder,+91 7104590837,Sector area,Pune,Maharashtra,Referral,Needs Review,Phone missing
477,WhatsApp Submission,Animal Vet Hospital 477,Vet Hospital,9605376035,Residential area,Gurgaon,Haryana,Referral,Submitted,
478,Facebook Group,Tails Pet Shop 478,Pet Shop,9382306072,Sector area,Pune,Maharashtra,Justdial page,Needs Review,Address incomplete
479,WhatsApp Submission,Paws Vet Hospital 479,Vet Hospital,+91 9947215798,Residential area,Pune,Maharashtra,Referral,Needs Review,Phone missing
480,WhatsApp Submission,Happy Feeder 480,Feeder,+91 6281481309,Residential area,Pune,Maharashtra,Instagram page,Needs Fix,
481,WhatsApp Submission,Happy Pet Shop 481,Pet Shop,9927898930,Sector area,Chennai,Tamil Nadu,Justdial page,Ready,Possible duplicate
482,Instagram,Animal Pet Trainer 482,Pet Trainer,NA,Sector area,Indore,Madhya Pradesh,WhatsApp message,Needs Fix,Possible duplicate
483,Justdial,Happy Pet Boarding 483,Pet Boarding,NA,NA,Jaipur,Rajasthan,WhatsApp message,Submitted,Address incomplete
484,Justdial,Pet Pet Boarding 484,Pet Boarding,9715650972,Opposite park,Indore,Madhya Pradesh,WhatsApp message,Needs Review,Possible duplicate
485,Community Referral,Tails Feeder 485,Feeder,NA,Opposite park,Bhopal,Madhya Pradesh,Referral,Ready,
486,Google Maps,Pet Vet Hospital 486,Vet Hospital,NA,Residential area,Jaipur,Rajasthan,Maps listing,Needs Review,Possible duplicate
487,Justdial,Animal Feeder 487,Feeder,+91 9612571799,NA,Indore,Madhya Pradesh,WhatsApp message,Ready,Possible duplicate
488,WhatsApp Submission,Paws Pet Boarding 488,Pet Boarding,9998811087,Opposite park,Mumbai,Maharashtra,Instagram page,Needs Fix,Possible duplicate
489,Google Maps,Animal Pet Shop 489,Pet Shop,+91 9276012731,Sector area,Gurgaon,Haryana,WhatsApp message,Needs Review,Possible duplicate
490,WhatsApp Submission,Animal NGO 490,NGO,+91 6835810197,Opposite park,Pune,Maharashtra,Instagram page,Ready,Address incomplete
491,Community Referral,Happy NGO 491,NGO,9825275896,NA,Pune,Maharashtra,WhatsApp message,Submitted,
492,Google Maps,Happy Vet Hospital 492,Vet Hospital,9497587205,Opposite park,Pune,Maharashtra,WhatsApp message,Needs Fix,Possible duplicate
493,Justdial,Animal Pet Boarding 493,Pet Boarding,+91 6764311326,Opposite park,Pune,Maharashtra,WhatsApp message,Needs Fix,Possible duplicate
494,Community Referral,Trust Vet Hospital 494,Vet Hospital,NA,NA,Mumbai,Maharashtra,Justdial page,Ready,Possible duplicate
495,WhatsApp Submission,Paws Vet Clinic 495,Vet Clinic,NA,Sector area,Noida,Uttar Pradesh,Maps listing,Submitted,Possible duplicate
496,Instagram,Happy Pet Shop 496,Pet Shop,NA,Sector area,Gurgaon,Haryana,Referral,Needs Fix,
497,Instagram,Paws Pet Shop 497,Pet Shop,9193658867,NA,Pune,Maharashtra,Justdial page,Submitted,Address incomplete
498,Google Maps,Happy Feeder 498,Feeder,9736550906,Near main road,Noida,Uttar Pradesh,Maps listing,Needs Fix,Phone missing
499,Community Referral,Animal Pet Trainer 499,Pet Trainer,9849965294,Opposite park,Jaipur,Rajasthan,WhatsApp message,Verified,Possible duplicate
500,Instagram,Care Pet Groomer 500,Pet Groomer,9852925455,Opposite park,Bangalore,Karnataka,Instagram page,Verified,Address incomplete
